815,362
558,343
124,589
433,134
547,146
394,341
730,356
146,879
74,610
214,610
308,487
187,371
702,315
699,11
830,341
856,493
664,19
819,478
265,932
489,32
480,439
387,913
558,279
58,718
90,154
298,79
715,78
603,32
441,367
719,67
7,352
956,184
684,336
202,323
87,586
473,346
797,143
432,88
38,969
106,840
269,277
930,14
563,188
488,770
404,215
38,136
702,16
489,18
832,387
155,748
224,884
531,508
480,300
75,340
481,779
39,916
520,125
909,172
150,665
629,312
778,24
129,364
62,38
228,895
673,388
81,352
367,870
555,31
420,478
742,225
192,298
912,184
372,707
380,184
376,891
583,613
709,154
16,524
192,866
755,78
415,242
294,705
871,414
469,761
3,407
281,292
628,710
80,598
440,638
107,468
682,472
17,936
307,270
591,578
3,192
684,577
217,516
823,354
727,438
330,137
231,791
941,186
813,137
796,527
242,664
880,174
480,778
587,433
533,845
506,51
152,168
837,111
11,81
234,606
673,729
692,175
394,297
525,682
490,526
682,25
122,395
123,391
811,179
847,414
601,36
78,573
559,179
599,176
422,577
855,173
139,119
366,807
693,57
193,278
390,785
967,111
962,228
227,729
731,133
28,171
594,76
794,233
90,925
842,458
164,678
539,630
889,361
740,387
415,895
124,430
624,643
83,339
702,102
464,350
853,480
641,407
877,134
964,260
95,653
474,680
524,551
384,236
265,179
777,87
356,198
575,109
838,237
548,680
266,357
381,594
917,290
590,11
158,426
332,568
66,27
260,469
865,432
21,825
19,716
90,286
1,192
563,425
344,632
715,463
594,620
151,884
86,948
488,387
595,218
309,603
711,177
11,442
77,289
942,50
114,6
374,699
61,35
42,256
351,154
101,485
467,575
86,217
53,157
298,591
689,448
85,77
459,552
939,112
166,760
43,244
588,23
27,647
931,134
275,767
784,460
57,115
151,261
587,293
213,3
783,555
839,24
70,245
721,641
167,260
440,712
231,518
735,501
726,210
526,707
716,425
77,873
838,192
171,515
157,86
124,696
198,807
324,890
160,837
346,917
967,101
834,14
976,10
324,228
397,560
420,221
353,293
202,388
151,790
430,811
294,578
249,405
62,741
878,222
572,265
523,142
684,601
579,95
549,694
582,716
543,561
800,582
203,348
153,953
64,38
17,310
175,452
50,740
501,408
779,168
284,596
931,127
149,599
614,224
827,10
949,249
346,442
256,854
815,121
1,780
591,416
134,474
354,792
4,553
401,282
793,154
708,12
274,254
375,741
216,629
673,717
740,191
546,621
313,116
568,135
734,204
798,292
359,347
224,159
837,287
730,40
542,217
837,101
697,684
380,384
604,128
118,626
407,785
482,200
621,478
789,138
843,265
715,539
287,146
624,396
81,967
390,135
475,433
905,80
254,196
787,243
404,298
510,443
305,947
310,879
543,572
962,133
185,716
137,911
430,141
557,610
106,71
499,87
746,4
383,329
327,895
305,840
726,149
211,782
499,600
844,182
310,796
164,983
417,660
433,537
535,46
376,922
295,266
192,764
266,438
680,443
66,399
196,234
99,573
773,224
666,10
397,383
755,465
304,451
772,158
245,480
82,16
637,388
824,499
651,533
725,390
464,774
167,810
315,92
722,494
855,350
949,152
446,504
299,275
570,658
408,828
877,292
340,231
643,389
263,358
217,528
1,818
950,250
146,974
199,91
117,416
417,879
151,764
263,728
758,606
364,458
708,308
842,387
147,718
81,908
50,571
443,216
485,753
60,856
924,320
502,752
34,252
515,282
692,389
5,758
526,185
77,910
516,26
791,446
132,703
235,102
329,270
493,848
29,79
367,594
65,25
308,387
672,480
384,487
629,251
787,561
393,856
597,390
279,318
849,80
154,40
886,422
177,882
507,83
304,404
920,204
826,177
465,383
388,680
381,468
449,619
254,878
552,807
683,367
913,146
26,351
434,687
440,799
64,653
122,604
166,820
469,437
704,3
630,180
520,465
901,401
74,740
100,265
357,223
529,790
581,11
703,542
110,216
597,51
221,356
305,795
102,983
9,917
844,43
877,452
641,28
626,770
860,37
171,766
93,168
15,27
472,613
224,680
1,939
790,432
899,179
573,243
842,397
155,72
344,811
799,111
296,706
283,836
386,296
429,362
627,44
16,271
812,148
2,953
904,385
135,639
886,454
4,940
552,329
555,750
102,924
122,672
122,667
318,843
126,63
162,390
137,972
531,178
46,889
312,72
445,891
123,359
184,791
292,498
674,39
3,155
23,188
671,71
532,510
430,349
221,818
623,364
969,63
164,708
325,205
129,343
785,40
793,511
701,187
402,437
176,122
198,614
204,876
828,396
88,168
579,804
790,305
721,347
291,195
318,868
757,651
729,177
400,488
229,442
567,405
406,18
525,768
347,697
271,95
589,182
73,394
142,597
621,384
715,530
548,236
135,224
444,348
274,671
262,917
177,809
691,549
368,852
263,177
809,454
473,864
248,704
195,942
256,20
278,395
28,789
142,229
463,452
330,168
296,271
495,387
830,516
407,70
650,118
115,100
885,353
266,541
470,158
480,397
81,835
715,372
749,383
684,685
104,803
596,710
316,361
110,923
116,940
54,562
604,589
284,672
457,440
454,832
6,225
61,852
724,75
54,695
348,910
569,86
536,35
611,493
435,480
635,494
625,534
668,194
567,610
121,354
865,156
462,193
152,401
100,323
43,667
571,365
208,796
603,332
90,666
900,373
223,294
306,330
484,333
327,237
338,433
388,112
892,192
975,64
953,266
890,130
516,680
206,251
656,640
8,440
234,409
152,14
556,475
627,721
427,60
506,373
222,542
747,483
733,484
367,259
501,143
221,171
931,293
474,498
357,833
1,319
187,828
134,226
108,382
228,725
437,179
827,235
689,130
943,274
656,385
771,253
10,803
236,184
699,217
644,699
238,892
625,237
202,623
189,79
552,403
669,521
250,45
343,58
264,249
625,666
194,555
278,385
527,722
967,26
875,479
594,575
437,565
10,338
15,904
863,240
701,676
949,222
745,403
185,370
266,216
269,306
162,198
514,124
411,157
636,375
528,506
698,431
749,488
49,303
796,580
159,465
921,149
453,752
133,517
259,925
187,947
743,335
64,255
449,193
654,684
561,471
648,109
897,28
661,271
604,770
820,268
457,210
636,610
662,599
88,206
995,2
581,344
471,294
28,612
696,130
850,421
673,192
28,759
147,570
888,257
854,316
167,854
137,121
909,13
797,94
255,324
512,585
149,798
536,305
192,560
460,271
647,320
779,538
92,645
152,640
769,483
882,83
518,365
83,304
172,956
617,79
538,682
353,443
584,171
432,850
424,348
29,140
635,126
49,524
208,783
337,234
194,929
35,128
97,947
332,872
243,860
163,909
385,819
328,258
677,250
364,155
523,108
116,588
718,634
567,430
636,233
631,538
407,761
444,142
509,219
419,298
853,90
196,716
399,378
913,394
861,41
490,18
842,515
509,662
669,389
89,583
16,892
902,296
22,684
532,178
703,564
655,570
298,219
379,791
444,194
399,510
509,609
715,321
28,940
604,166
71,378
217,6
740,574
401,298
33,520
940,255
251,370
873,286
876,107
338,862
547,9
320,678
181,849
418,862
145,75
202,795
193,107
7,594
189,28
130,585
813,220
328,456
118,847
520,33
472,355
44,216
359,907
107,678
180,400
37,485
37,602
656,447
348,517
450,214
414,254
73,335
494,652
242,285
528,388
85,256
3,573
46,455
957,98
218,314
956,23
950,238
505,94
83,863
10,654
417,46
891,145
173,245
663,75
44,479
181,656
468,881
758,135
448,301
417,393
201,176
452,263
135,565
870,415
131,101
473,31
734,283
30,849
929,4
778,113
688,571
638,714
195,697
302,260
755,627
400,278
707,487
166,388
991,109
634,730
782,605
644,611
19,199
112,15
883,302
642,96
204,294
809,512
68,73
157,110
231,586
393,615
174,128
30,553
355,488
147,341
456,792
51,332
25,42
173,350
533,129
567,604
305,823
29,15
700,662
52,920
7,64
981,106
557,713
73,627
923,336
78,471
855,83
453,442
182,288
820,423
151,232
650,694
252,483
699,358
459,699
686,146
329,673
781,579
62,79
47,702
105,687
182,140
566,823
279,245
36,405
556,220
381,615
65,424
263,561
99,283
7,360
727,283
49,729
760,201
134,101
447,665
607,312
581,140
690,97
677,52
199,485
461,841
715,288
92,688
482,443
863,257
74,414
651,371
21,723
840,509
373,347
891,434
797,121
274,563
617,146
545,365
163,571
675,108
206,94
466,309
87,646
202,627
432,63
798,381
161,146
280,751
32,599
320,460
206,34
744,640
607,752
102,829
374,55
745,493
514,323
820,137
437,38
834,71
716,375
759,134
123,870
260,57
809,10
797,101
10,620
297,863
462,221
370,336
335,79
194,384
831,87
741,70
511,76
602,92
900,208
270,71
272,132
487,108
236,601
271,513
737,33
549,278
43,121
673,49
119,164
376,842
519,727
594,571
467,474
860,431
412,114
261,30
243,660
57,335
532,554
296,321
279,520
196,75
407,428
426,446
174,308
151,887
44,371
294,952
233,761
686,693
709,590
55,69
165,266
124,657
224,782
192,771
986,120
825,77
358,763
446,228
